frame,speed,steer,throttle,brake,ey,s,ax,x,y
0,0.9800000786781311,0.0,0.0,0.0,-0.0011751893589894858,0.1127892625772424,19.600001573562622,-87.97054290771484,119.38467407226562
1,1.470000147819519,0.09475550055503845,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,9.800001382827759,-87.97054290771484,119.38467407226562
2,1.9600002765655518,0.12071788311004639,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,9.800002574920654,-87.97054290771484,119.38467407226562
3,2.450000286102295,0.1055832952260971,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,9.800000190734863,-87.97054290771484,119.38467407226562
4,2.4964511394891336,0.1055832952260971,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,0.9290170677367726,-87.97054290771484,119.38467407226562
5,0.9997271299410243,0.1055832952260971,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,-29.934480190962187,-87.97054290771484,119.38467407226562
6,0.270263910293641,0.1055832952260971,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,-14.589264392947667,-87.97054290771484,119.38467407226562
7,0.055170830339195814,0.1055832952260971,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,-4.3018615990889035,-87.97054290771484,119.38467407226562
8,0.17599132657053404,0.1055832952260971,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,2.4164099246267643,-87.97054290771484,119.38467407226562
9,0.1992841064930059,0.1055832952260971,0.8500000238418579,0.0,-0.0011751893589894858,0.1127892625772424,0.46585559844943725,-87.97054290771484,119.38467407226562
10,0.4543650699053697,0.1055832952260971,0.8500000238418579,0.0,-0.0008940330331904655,0.11964497277647515,5.1016192682472745,-87.97521209716797,119.37964630126953
11,1.2464750347078435,0.10502258688211441,0.8500000238418579,0.0,0.0012254054691893208,0.1663665474347986,15.842199296049477,-88.00688934326172,119.3452377319336
12,1.8472354744982356,0.10202037543058395,0.8500000238418579,0.0,0.004969530131763912,0.24679933361854506,12.01520879580784,-88.06135559082031,119.28593444824219
13,2.3268047013918767,0.09784899652004242,0.8500000238418579,0.0,0.010157491466338832,0.35354233845425265,9.591384537872822,-88.13348388671875,119.20707702636719
14,2.730211488340043,0.09315058588981628,0.8500000238418579,0.0,0.01655512635399461,0.482032469697934,8.068135738963322,-88.22019958496094,119.11204528808594
15,3.0864257760933813,0.08768835663795471,0.8500000238418579,0.0,0.02417657351784578,0.62908131980483,7.12428575506677,-88.31922912597656,119.0030746459961
16,3.4164993249474316,0.08222818374633789,0.8500000238418579,0.0,0.03297207281538271,0.7930490576367355,6.601470977081005,-88.429443359375,118.88135528564453
17,3.730016999672795,0.07642363756895065,0.8500000238418579,0.0,0.040673374429857634,0.9739596227893206,6.2703534945072725,-88.55010223388672,118.74752044677734
18,4.026235096610844,0.07066772878170013,0.8500000238418579,0.0,0.047310166589516964,1.169188526285003,5.924361938760985,-88.68061065673828,118.6021728515625
19,4.311884617627385,0.06492210924625397,0.8500000238418579,0.0,0.05489677981586091,1.3788808905553078,5.712990420330808,-88.8204574584961,118.44573974609375
20,4.5906641696066,0.05935246869921684,0.8500000238418579,0.0,0.06347939106352768,1.6026113560088837,5.575591039584307,-88.96931457519531,118.27849578857422
21,4.864871797085953,0.054008666425943375,0.8500000238418579,0.0,0.07094099376621607,1.8418298677685638,5.484152549587051,-89.12696838378906,118.10060119628906
22,5.117168885663115,0.16291113197803497,0.8500000238418579,0.0,0.08004960682772919,2.0924103315953992,5.045941771543241,-89.28955841064453,117.90971374511719
23,5.300749005494733,0.12037505954504013,0.8500000238418579,0.0,0.09520620171080121,2.354513177499237,3.6716023966323696,-89.45547485351562,117.70624542236328
24,5.360089180028978,0.10551836341619492,0.8500000238418579,0.0,0.11238001035435813,2.6207592659114374,1.1868034906848912,-89.6227035522461,117.49835968017578
25,5.636356359472301,-0.04448164254426956,0.8500000238418579,0.0,0.11950791418738899,2.8989191752611587,5.525343588866463,-89.79863739013672,117.2862548828125
26,5.796215058696218,-0.04434129595756531,0.8500000238418579,0.0,0.11963064237549881,3.1854311323911535,3.1971739844783365,-89.98704528808594,117.07040405273438
27,5.9339550792237175,-0.040822021663188934,0.8500000238418579,0.0,0.11733565946051387,3.478928132694705,2.7548004105499935,-90.18186950683594,116.85088348388672
28,6.133774692274853,-0.034414902329444885,0.8500000238418579,0.0,0.10639081269196511,3.784090334656431,3.9963922610227165,-90.38410949707031,116.62581634521484
29,6.380896256960782,-0.030680600553750992,0.8500000238418579,0.0,0.09384278307636798,4.0977793765922215,4.942431293718581,-90.5944595336914,116.39276885986328
30,6.670332068805102,-0.025176329538226128,0.8500000238418579,0.0,0.07842050648502882,4.427710165375081,5.788716236886398,-90.81526947021484,116.14974212646484
31,6.89827270738115,-0.022456014528870583,0.8500000238418579,0.0,0.055392777060247485,4.76691476206871,4.558812771520948,-91.04408264160156,115.89827728271484
32,7.147396915521162,-0.01783534698188305,0.8500000238418579,0.0,0.030735611550816312,5.118307653518959,4.98248416280024,-91.28174591064453,115.63827514648438
33,7.408214367488038,-0.01595328003168106,0.8500000238418579,0.0,-0.0005097665277681558,5.48271938646644,5.216349039337533,-91.5282974243164,115.3687744140625
34,7.675475055028645,-0.01232878863811493,0.8500000238418579,0.0,-0.03678559902451513,5.859519711232604,5.345213750812139,-91.78428649902344,115.08991241455078
35,7.940922060823667,-0.010864867828786373,0.8500000238418579,0.0,-0.07732036381622685,6.247714029010201,5.308940115900427,-92.0492935180664,114.80132293701172
36,8.189101968913056,-0.00798583310097456,0.5526464581489563,0.0,-0.12634737720064002,6.649501401306262,4.963598161787779,-92.32351684570312,114.50360107421875
37,8.365021264316416,-0.007262953091412783,0.19594213366508484,0.0,-0.17801851108112765,7.057344216674725,3.5183859080672164,-92.60474395751953,114.19827270507812
38,8.436618640283491,-0.004968936555087566,0.0,0.05403929203748703,-0.23938019873881428,7.473607332625319,1.4319475193414988,-92.89017486572266,113.88912963867188
39,8.41738740868596,-0.004847451113164425,0.0,0.15220734477043152,-0.30080933709134716,7.885431695349641,-0.38462463195063634,-93.17603302001953,113.57939147949219
40,8.346768701551934,-0.00284402584657073,0.0,0.12016943842172623,-0.3693799554706975,8.298582625950328,-1.4123741426805125,-93.46041870117188,113.2719497680664
41,8.250351575970653,-0.0032525421120226383,0.0,0.015985099598765373,-0.4370720335997398,8.70744748649095,-1.9283425116256225,-93.74171447753906,112.96760559082031
42,8.139457414777041,-0.001426114235073328,0.12414443492889404,0.0,-0.5084436901797513,9.103929745935043,-2.217883223872228,-94.01971435546875,112.66744995117188
43,8.031874484116997,-0.0022297161631286144,0.28458917140960693,0.0,-0.5801166461709255,9.50113466644761,-2.1516586132008797,-94.29381561279297,112.37117767333984
44,7.945907373719992,-0.0006468960782513022,0.4394138753414154,0.0,-0.6534567357988332,9.884445294105902,-1.7193422079401088,-94.56497955322266,112.07868957519531
45,7.893811598030762,-0.0015161167830228806,0.562227725982666,0.0,-0.7292769729279912,10.27266406433734,-1.0419155137845948,-94.83370971679688,111.78843688964844
46,7.882199506790344,-0.00031481703626923263,0.635660707950592,0.0,-0.8052030889445225,10.659450103994986,-0.23224182480836575,-95.10177612304688,111.49945831298828
47,7.909281600928017,-0.0011279109166935086,0.6504585146903992,0.0,-0.8862210354851394,11.034552407884089,0.5416418827534564,-95.37005615234375,111.20983123779297
48,7.965365630300473,0.00039295118767768145,0.6095985174179077,0.0,-0.9681735974979706,11.423107578346901,1.1216805874491342,-95.64013671875,110.91871643066406
49,8.03403665883419,-0.0012311208993196487,0.5274195671081543,0.0,-1.0535701682934222,11.800164462305059,1.3734205706743197,-95.9122314453125,110.62506866455078
50,8.097761925509946,0.00035146623849868774,0.42789211869239807,0.0,-1.1424513916873322,12.193968402958099,1.2745053335151368,-96.18684387207031,110.32914733886719
51,8.143108768340598,-0.000870533986017108,0.336325079202652,0.0,-1.2325321747689073,12.57319259703849,0.9069368566130365,-96.46305084228516,110.03109741210938
52,8.16398843606072,0.0002485241857357323,0.27187594771385193,0.0,-1.3279384961449354,12.969769286060417,0.4175933544024346,-96.74054718017578,109.73214721679688
53,8.16093634230463,-0.000870533986017108,0.24296224117279053,0.0,-1.4231125955227757,13.366696806152804,-0.061041875121787825,-97.01801300048828,109.43277740478516
54,8.139374433300883,0.0002485241857357323,0.24850159883499146,0.0,-1.5227443351342647,13.741588592623438,-0.4312381800749421,-97.29523468017578,109.13417053222656
55,8.10696676937045,0.0,0.2804461419582367,0.0,-1.6229177356847595,14.135039372795038,-0.6481532786086674,-97.57122039794922,108.83639526367188
56,8.071960953672333,0.0,0.3276500999927521,0.0,-1.7250035454796322,14.502651552630654,-0.7001163139623401,-97.8462905883789,108.54011535644531
57,8.041437595698795,-0.0006155604496598244,0.37820303440093994,0.0,-1.829799294151639,14.891408005012241,-0.6104671594707511,-98.1199951171875,108.24481964111328
58,8.020540723874083,0.00017573311924934387,0.42196252942085266,0.0,-1.9346251910064916,15.27886142950968,-0.41793743649424897,-98.39311981201172,107.95069122314453
59,8.011767955721943,-0.0006155604496598244,0.4516074061393738,0.0,-2.043914929062511,15.637214697153304,-0.17545536304279352,-98.66555786132812,107.65684509277344
60,8.015061690124128,0.0010462671052664518,0.46366584300994873,0.0,-2.1538973001323103,16.022474482381647,0.06587468804369223,-98.93814849853516,107.36322021484375
61,8.014937865864738,0.1510462760925293,0.4583463966846466,0.0,-2.2620230172558973,16.37744815995411,-0.0024764851877989713,-99.20758819580078,107.06649017333984
62,7.985912972800207,0.2619519531726837,0.45868799090385437,0.0,-2.360780767395293,16.76481425348484,-0.5804978612906098,-99.4668960571289,106.76224517822266
63,7.974184987631847,0.24687738716602325,0.5018793940544128,0.0,-2.4433034164734284,17.151234139661277,-0.2345597033672142,-99.71260833740234,106.4488525390625
64,7.9936829054393215,0.21914510428905487,0.5179493427276611,0.0,-2.5191626382478853,17.51150264674164,0.3899583561494957,-99.94877624511719,106.12779998779297
65,8.042273219327944,0.18702825903892517,0.48837125301361084,0.0,-2.5857128021678584,17.906461164808366,0.9718062777724512,-100.17794799804688,105.79931640625
66,8.08065706756632,0.159087136387825,0.4169839024543762,0.0,-2.647957289653812,18.267913191671198,0.767676964767503,-100.4020767211914,105.46461486816406
67,8.120036630097191,0.13242881000041962,0.36217549443244934,0.0,-2.706284902413105,18.66861713794326,0.7875912506174387,-100.62154388427734,105.12432098388672
68,8.132361155569175,0.11151833087205887,0.30539706349372864,0.0,-2.760126907990165,19.032677175057053,0.2464905094396741,-100.83714294433594,104.78009796142578
69,8.137125489391067,0.09194261580705643,0.2889331579208374,0.0,-2.813877757962084,19.435768580364297,0.09528667643785127,-101.04859924316406,104.4327392578125
70,8.11927050889213,0.07759559154510498,0.28242993354797363,0.0,-2.8637671330521526,19.83890392706556,-0.35709960997873935,-101.25653839111328,104.08378601074219
71,8.10005391686506,0.06381109356880188,0.30923178791999817,0.0,-2.913758289890028,20.20089456425483,-0.3843318405414209,-101.46067810058594,103.73365020751953
72,8.05032695736338,0.21381109952926636,0.33698001503944397,0.0,-2.958054747756594,20.601916325763643,-0.994539190033592,-101.65774536132812,103.381591796875
73,8.015719696466217,0.16821755468845367,0.41007131338119507,0.0,-2.991841599077934,20.9598976246914,-0.6921452179432563,-101.84306335449219,103.02591705322266
74,7.997402484723739,0.14672015607357025,0.4592062830924988,0.0,-3.021086838972276,21.35866504344415,-0.36634423484956713,-102.02040100097656,102.66755676269531
75,8.00717771334328,0.12300565838813782,0.484816312789917,0.0,-3.0433944972691247,21.75786392683935,0.19550457239082775,-102.19147491455078,102.30618286132812
76,8.020397079574824,0.10369344055652618,0.4693934917449951,0.0,-3.06561240243803,22.1151927494657,0.26438732463088144,-102.3582534790039,101.94207000732422
77,8.048104244330856,0.08496914058923721,0.450186163187027,0.0,-3.083823090555699,22.516488850386143,0.554143295120646,-102.52120971679688,101.57489776611328
78,8.068518381423193,0.0711761862039566,0.40958020091056824,0.0,-3.1012701537515617,22.875766877514085,0.4082827418467261,-102.68151092529297,101.20525360107422
79,8.08994299229532,0.05770615488290787,0.38051915168762207,0.0,-3.11838524751139,23.27944707539429,0.42849221744255317,-102.83912658691406,100.83322143554688
80,8.097975695984665,0.048558369278907776,0.3496071696281433,0.0,-3.1335639173852092,23.640138305528374,0.1606540737869011,-102.99488067626953,100.45966339111328
81,8.101699358129865,0.039090804755687714,0.338673859834671,0.0,-3.1515773130302502,24.044750403059847,0.07447324290399848,-103.14844512939453,100.08489227294922
82,8.094079187993772,0.03331774100661278,0.3335144817829132,0.0,-3.168038905401578,24.4492597809691,-0.15240340272185904,-103.3005142211914,99.7096939086914
83,8.084640254735234,0.026666413992643356,0.3450341820716858,0.0,-3.186361896044575,24.808881987920195,-0.1887786651707657,-103.45069885253906,99.3342056274414
84,8.054833133793322,0.14632347226142883,0.35871800780296326,0.0,-3.2014228530106377,25.21196035755118,-0.596142418838248,-103.59571838378906,98.95781707763672
85,8.04018339705722,0.10337374359369278,0.40262967348098755,0.0,-3.2094244810878867,25.5691233657,-0.2929947347220363,-103.73239135742188,98.57965850830078
86,8.031757593889452,0.088983453810215,0.4230119585990906,0.0,-3.21689576594322,25.970639587652318,-0.16851606335535507,-103.86443328857422,98.20040130615234
87,8.037826805515962,0.07356563210487366,0.4348531663417816,0.0,-3.220157526775089,26.372262656052392,0.12138423253020392,-103.99250793457031,97.81973266601562
88,8.043645648675792,0.061992187052965164,0.4254184663295746,0.0,-3.225249803806601,26.729199225360066,0.11637686319659224,-104.11798858642578,97.43785858154297
89,8.057438757501881,0.05007500201463699,0.41704705357551575,0.0,-3.228339719944734,27.13172263249766,0.2758621765217839,-104.24083709716797,97.05452728271484
90,8.06652830102423,0.04213660955429077,0.3967965245246887,0.0,-3.2319099709172034,27.489700019145015,0.1817908704469673,-104.36207580566406,96.67007446289062
91,8.076984004277541,0.03359009325504303,0.3839266002178192,0.0,-3.2366109047262195,27.893297999867706,0.2091140650662382,-104.48140716552734,96.28449249267578
92,8.080408740808327,0.02857270836830139,0.3687984049320221,0.0,-3.240080052789878,28.270605142605753,0.06849473061571132,-104.59965515136719,95.89823150634766
93,8.082373682833627,0.0225234255194664,0.36420026421546936,0.0,-3.2476468732336925,28.655940620214057,0.039298840505992416,-104.71640014648438,95.51138305664062
94,8.07853494758166,0.019568469375371933,0.3614397346973419,0.0,-3.254399069193604,29.059888243579437,-0.07677470503931971,-104.8323974609375,95.1243896484375
95,8.074172504323458,0.015241630375385284,0.3672463297843933,0.0,-3.263333370391503,29.418056080870844,-0.0872488651640424,-104.9471664428711,94.73724365234375
96,8.054754797606531,0.12155869603157043,0.37355679273605347,0.0,-3.270102182062742,29.82112721275856,-0.3883541343385488,-105.05753326416016,94.34951782226562
97,8.047404418284964,0.08454364538192749,0.40224671363830566,0.0,-3.2707693531920423,30.17781295433759,-0.14700758643133582,-105.1607894897461,93.96060943603516
98,8.043646941245008,0.07272416353225708,0.41226089000701904,0.0,-3.2721830913537207,30.57995199977908,-0.07514954079912428,-105.26030731201172,93.57097625732422
99,8.049885524487776,0.059836387634277344,0.4175025224685669,0.0,-3.270165982571023,30.98221887539627,0.12477166485535207,-105.35652923583984,93.18038177490234
100,8.054172237793134,0.05053367465734482,0.4080379009246826,0.0,-3.2702372537463997,31.339086945002453,0.08573426610716695,-105.45062255859375,92.7889633178711
101,8.063701657122497,0.040560029447078705,0.4019554555416107,0.0,-3.2691584596993826,31.742052214282303,0.19058838658725819,-105.54244995117188,92.39659881591797
102,8.06863617577543,0.03426382690668106,0.3879777789115906,0.0,-3.268637244907357,32.09967128110568,0.09869037305865191,-105.63291931152344,92.0035629272461
103,8.07464322953203,0.027089755982160568,0.38108861446380615,0.0,-3.2699187385482973,32.50327616789909,0.12014107513202532,-105.72169494628906,91.6098403930664
104,8.075361980109795,0.023201959207654,0.3723834753036499,0.0,-3.2702560373379534,32.90366657414759,0.014375011555287642,-105.80957794189453,91.21578216552734
105,8.075690645469125,0.018071509897708893,0.37159979343414307,0.0,-3.274632743160497,33.26507730444424,0.006573307186599209,-105.89617156982422,90.82139587402344
106,8.072204253310172,0.01590169221162796,0.3711444139480591,0.0,-3.2786901793262047,33.668716422404316,-0.06972784317905933,-105.98216247558594,90.427001953125
107,8.069092179834598,0.012181762605905533,0.37635067105293274,0.0,-3.284774514712205,34.02633718235796,-0.06224146951147702,-106.0671157836914,90.03251647949219
108,8.052898842822309,0.1145564392209053,0.3808142840862274,0.0,-3.2892703625585606,34.42930330628181,-0.32386674024579065,-106.14788818359375,89.63770294189453
109,8.048164905340649,0.07924919575452805,0.4047664701938629,0.0,-3.2876749817501425,34.78573814577099,-0.09467874963320355,-106.22185516357422,89.2421875
110,8.04645593515308,0.06818399578332901,0.41104114055633545,0.0,-3.28746503567202,35.18802018028604,-0.03417940375136652,-106.29235076904297,88.84613037109375
111,8.053464365837959,0.056015849113464355,0.41335734724998474,0.0,-3.2839971101369514,35.59044906396024,0.1401686136975755,-106.35966491699219,88.44935607910156
112,8.05790152645271,0.04733412340283394,0.40284645557403564,0.0,-3.2824712254809243,35.94730122688337,0.08874321229502158,-106.42499542236328,88.05193328857422
113,8.066559054199955,0.037925660610198975,0.39657649397850037,0.0,-3.280264338237071,36.35042981353779,0.17315055494488973,-106.48811340332031,87.65377044677734
114,8.070382859546726,0.03207159787416458,0.38390326499938965,0.0,-3.2783932699241825,36.70802873784369,0.07647610693542362,-106.54994201660156,87.25511169433594
115,8.074948110475747,0.02527819760143757,0.37862464785575867,0.0,-3.278771247628445,37.11167937037483,0.09130501858042095,-106.61012268066406,86.85597229003906
116,8.074555686451568,0.021720541641116142,0.37201258540153503,0.0,-3.27829627898822,37.51541050840875,-0.007848480483581,-106.66947174072266,86.45662689208984
117,8.074005679480438,0.0168516393750906,0.3728151321411133,0.0,-3.2815518426202748,37.873298630520196,-0.01100013942259892,-106.7275390625,86.05711364746094
118,8.070233360966201,0.014863118529319763,0.3736139237880707,0.0,-3.284921595941617,38.276845845165816,-0.07544637028473744,-106.78508758544922,85.65767669677734
119,8.067191335758627,0.011330494657158852,0.3792026937007904,0.0,-3.2899956767042977,38.634303817698,-0.060840504151471464,-106.84162139892578,85.25823974609375
120,8.051763671426624,0.11254629492759705,0.3835504651069641,0.0,-3.293877343317981,39.03719623452218,-0.30855328664006976,-106.89401245117188,84.85874938964844
121,8.047775199412094,0.07771601527929306,0.406366229057312,0.0,-3.291426498029442,39.39350074234967,-0.07976944029060462,-106.93968200683594,84.45899963378906
122,8.046772980160904,0.06686525791883469,0.4115661084651947,0.0,-3.290810222849272,39.795765830377675,-0.02004438502378747,-106.98194122314453,84.0589599609375
123,8.054199513428218,0.0548986978828907,0.41286757588386536,0.0,-3.287018394681269,40.19823533050761,0.14853066534627146,-107.02106475830078,83.65837860107422
124,8.058906819050517,0.046407200396060944,0.40176722407341003,0.0,-3.2848390216142227,40.55511525508572,0.09414611244597637,-107.05818939208984,83.25728607177734
125,8.067511753518033,0.037138935178518295,0.39511555433273315,0.0,-3.2823855675124833,40.95829518484908,0.17209868935033512,-107.09310913085938,82.8556137084961
126,8.071156492261638,0.03142866492271423,0.3825332820415497,0.0,-3.279947536836953,41.31594887298227,0.07289477487208984,-107.12673950195312,82.45354461669922
127,8.075370057743186,0.024742649868130684,0.3775189518928528,0.0,-3.2801241848174683,41.71962136281571,0.08427130963095664,-107.15870666503906,82.05113983154297
128,8.074641948588104,0.021266933530569077,0.37142214179039,0.0,-3.2794920200728317,42.12336006027556,-0.014562183101638482,-107.18987274169922,81.64860534667969
129,8.07376245970876,0.016463646665215492,0.3727060854434967,0.0,-3.2822671598629394,42.481200220951635,-0.017589777586870525,-107.21977233886719,81.24600219726562
130,8.069793438985126,0.014558764174580574,0.37398141622543335,0.0,-3.2854950730261283,42.884738796909275,-0.07938041447268063,-107.2491455078125,80.84352111816406
131,8.06665485707485,0.011064696125686169,0.3798467814922333,0.0,-3.290120124668758,43.24215262986312,-0.06277163820552545,-107.27754974365234,80.44112396240234
132,8.055765527881718,0.07937920838594437,0.38432711362838745,0.0,-3.2945220687418852,43.64511184834687,-0.21778658386264027,-107.30243682861328,80.03890991210938
133,8.053759917044795,0.05365527793765068,0.4003851115703583,0.0,-3.2942639677926335,44.02303905393704,-0.04011221673845711,-107.3226547241211,79.63675689697266
134,8.052612809152707,0.04581603407859802,0.40284907817840576,0.0,-3.297495394132603,44.40434399421212,-0.02294215784175435,-107.34071350097656,79.23455810546875
135,8.057274781080324,0.03700132668018341,0.40446093678474426,0.0,-3.2984604062225618,44.807081476326715,0.09323943855232386,-107.35653686523438,78.8321304321289
136,8.060008159842464,0.03141739219427109,0.3974684178829193,0.0,-3.3014780360952387,45.1638371507865,0.05466757524281718,-107.37110137939453,78.42948150634766
137,8.065657526594347,0.024692509323358536,0.3936215043067932,0.0,-3.3051807830028244,45.566981946982544,0.11298733503764424,-107.38404083251953,78.02652740478516
138,8.068141403206225,0.021163875237107277,0.38534507155418396,0.0,-3.309091922475754,45.92408676977152,0.049677532237559774,-107.39620208740234,77.62335968017578
139,8.071204938875763,0.016272438690066338,0.3819184899330139,0.0,-3.316425378112211,46.32751930173526,0.061270713390761955,-107.40714263916016,77.22000885009766
140,8.071048425818566,0.014275326393544674,0.37747660279273987,0.0,-3.3233081034867333,46.73101647052041,-0.003130261143944324,-107.41763305664062,76.81658935546875
141,8.070797967809622,0.010709695518016815,0.3778555393218994,0.0,-3.3335562178617515,47.0879386086812,-0.005009160178879313,-107.42717742919922,76.41315460205078
142,8.068431895892594,0.009793160483241081,0.3782213628292084,0.0,-3.3449047377964236,47.49124498839164,-0.04732143834054625,-107.43649291992188,76.00979614257812
143,8.06649719316776,0.007029419299215078,0.3817308247089386,0.0,-3.356440192969476,47.87377404515222,-0.038694054496701824,-107.445068359375,75.60652160644531
144,8.062407564764518,0.03278607502579689,0.38449788093566895,0.0,-3.3678854328222743,48.27680829180315,-0.08179256806482016,-107.45199584960938,75.20338439941406
145,8.061315323305728,0.021223748102784157,0.39049169421195984,0.0,-3.3773841876719515,48.67976516681466,-0.021844829175812208,-107.45697784423828,74.80034637451172
146,8.059993587511688,0.01844760961830616,0.3919217884540558,0.0,-3.3862595501603074,49.08265715772364,-0.02643471588079649,-107.46133422851562,74.39735412597656
147,8.061148066581733,0.014129279181361198,0.39383694529533386,0.0,-3.394059823368942,49.48560252495002,0.02308958140091022,-107.46461486816406,73.99434661865234
148,8.061706746077235,0.012512204237282276,0.3920564651489258,0.0,-3.401539086347287,49.88863113040583,0.011173589910029591,-107.46757507324219,73.5912857055664
